CollectionCode_x	HMS_x	CollectionCode_y	HMS_y	StructuredFormula_x	StructureType_x	StructuredFormula_y	StructureType_y	Authors_x	CellParameter_x	CellVolume_x	FormulaWeight_x	Temperature_x	PublicationYear_x	Quality_x	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	O_x	O_frac_x	a_x	b_x	c_x	alpha_x	beta_x	gamma_x	SpaceGroupNum_x	CrystalClass_x	atom_numA1_x	atom_numA2_x	atom_numB1_x	atom_numB2_x	atom_numO_x	mend_numA1_x	mend_numA2_x	mend_numB1_x	mend_numB2_x	mend_numO_x	atomic_rA1_x	atomic_rA2_x	atomic_rB1_x	atomic_rB2_x	atomic_rO_x	A1_X_x	A2_X_x	B1_X_x	B2_X_x	O_X_x	M_A1_x	M_A2_x	M_B1_x	M_B2_x	M_O_x	V_A1_x	V_A2_x	V_B1_x	V_B2_x	V_O_x	therm_con_A1_x	therm_con_A2_x	therm_con_B1_x	therm_con_B2_x	therm_con_O_x	polarizability_A1_x	polarizability_A2_x	polarizability_B1_x	polarizability_B2_x	polarizability_O_x	lattice_const_A1_x	lattice_const_A2_x	lattice_const_B1_x	lattice_const_B2_x	lattice_const_O_x	Row_A1_x	Row_A2_x	Row_B1_x	Row_B2_x	Row_O_x	Group_A1_x	Group_A2_x	Group_B1_x	Group_B2_x	Group_O_x	nA_x	nB_x	nO_x	rA_avg_x	rB_avg_x	rO_x	rA/rB_x	rA/rO_x	rB/rO_x	rA-rB_x	Goldschmidt_TF_x	SISSO_1_x	SISSO_2_x	SISSO_3_x	SISSO_4_x	SISSO_5_x	SISSO_6_x	SISSO_7_x	SISSO_8_x	SISSO_9_x	SISSO_10_x	is_perovskite_x					Authors_y	CellParameter_y	CellVolume_y	FormulaWeight_y	Temperature_y	PublicationYear_y	Quality_y	O_y	O_frac_y	a_y	b_y	c_y	alpha_y	beta_y	gamma_y	SpaceGroupNum_y	CrystalClass_y	atom_numA1_y	atom_numA2_y	atom_numB1_y	atom_numB2_y	atom_numO_y	mend_numA1_y	mend_numA2_y	mend_numB1_y	mend_numB2_y	mend_numO_y	atomic_rA1_y	atomic_rA2_y	atomic_rB1_y	atomic_rB2_y	atomic_rO_y	A1_X_y	A2_X_y	B1_X_y	B2_X_y	O_X_y	M_A1_y	M_A2_y	M_B1_y	M_B2_y	M_O_y	V_A1_y	V_A2_y	V_B1_y	V_B2_y	V_O_y	therm_con_A1_y	therm_con_A2_y	therm_con_B1_y	therm_con_B2_y	therm_con_O_y	polarizability_A1_y	polarizability_A2_y	polarizability_B1_y	polarizability_B2_y	polarizability_O_y	lattice_const_A1_y	lattice_const_A2_y	lattice_const_B1_y	lattice_const_B2_y	lattice_const_O_y	Row_A1_y	Row_A2_y	Row_B1_y	Row_B2_y	Row_O_y	Group_A1_y	Group_A2_y	Group_B1_y	Group_B2_y	Group_O_y	nA_y	nB_y	nO_y	rA_avg_y	rB_avg_y	rO_y	rA/rB_y	rA/rO_y	rB/rO_y	rA-rB_y	Goldschmidt_TF_y	SISSO_1_y	SISSO_2_y	SISSO_3_y	SISSO_4_y	SISSO_5_y	SISSO_6_y	SISSO_7_y	SISSO_8_y	SISSO_9_y	SISSO_10_y	is_perovskite_y
20786	R 3 c H	43769	P m -3 m	(NaBi)(TiO3)2	LiNbO3	(Na0.5Bi0.5)TiO3	Perovskite#CaTiO3	Vakhrushev, S.B.; Ivanitskii, B.G.; Kvyatkovskii, B.E.; Maistrenko, A.N.; Malysheva, R.S.; Okuneva, N.M.; Parfenov, N.N.	5.514 5.514 13.51 90 90 120	355.73	423.764	293	1983		Na	0.5	Bi	0.5	Ti	1	_	0	O	3	5.514	5.514	13.51	90	90	120	161	trigonal	11	83	22	0	8	11	87	51	0	101	1.8	1.6	1.4	0	0.6	0.93	2.02	1.54	0	3.44	22.98976928	208.9804	47.867	0	15.9994	23.78	21.31	10.64	0	17.36	140	8	22	0	0.02658	162.7	48	100	0	5.3	4.23	4.75	2.95	0	6.83	3	6	4	0	2	1	15	4	0	16	2	4	-2	1.165	0.745	1.26	1.5637583893	0.9246031746	0.5912698413	0.42	0.8552288999	92.628	70.42	4.19	0.0013523666	72.88	164.5562416107	164.9914705107	166.68544973	-0.5651366804	1.2346674802	0					Agranovskaya, A.I.	3.89 3.89 3.89 90 90 90	58.86	211.882	293	1960		O	3	3.89	3.89	3.89	90	90	90	221	cubic	11	83	22	0	8	11	87	51	0	101	1.8	1.6	1.4	0	0.6	0.93	2.02	1.54	0	3.44	22.98976928	208.9804	47.867	0	15.9994	23.78	21.31	10.64	0	17.36	140	8	22	0	0.02658	162.7	48	100	0	5.3	4.23	4.75	2.95	0	6.83	3	6	4	0	2	1	15	4	0	16	2	4	-2	1.165	0.745	1.26	1.5637583893	0.9246031746	0.5912698413	0.42	0.8552288999	92.628	70.42	4.19	0.0013523666	72.88	164.5562416107	164.9914705107	166.68544973	-0.5651366804	1.2346674802	1
163686	R 3 c H	252627	P m -3 m	(Bi0.9Ca0.1)(FeO3)	LiNbO3	(Bi0.9Ca0.1)FeO3	Perovskite#CaTiO3	Chen Weitin; Williams, A.J.; Ortega-San Martin, L.; Li Ming; Sinclair, D.C.; Zhou Wuzong; Attfield, J.P.	5.56694(11) 5.56694(11) 13.7581(22) 90 90 120	369.25	295.937	300	2009		Bi	0.9	Ca	0.1	Fe	1	_	0	O	3	5.56694	5.56694	13.7581	90	90	120	161	trigonal	83	20	26	0	8	87	16	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1	1.83	0	3.44	208.9804	40.078	55.845	0	15.9994	21.31	26.2	7.09	0	17.36	8	200	80	0	0.02658	48	160.8	62	0	5.3	4.75	5.58	2.87	0	6.83	6	4	4	0	2	15	2	8	0	16	3.1	2.9	-2	1.14	0.696	1.26	1.6379310345	0.9047619048	0.5523809524	0.444	0.8676156824	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.8060689655	53.229684648	54.98544973	-0.6351528626	1.2054252874	0					Chou, Hsiung; Yen, Chen-Wei; Yang, Chun-Chuen; Dwivedi, G.D.; Yang, Kung Shuang; Wu, C.P.; Liu, K.C.; Li, Wen-Hsien	3.9572(12) 3.9572(12) 3.9572(12) 90 90 90	61.97	295.937	750	2016		O	3	3.9572	3.9572	3.9572	90	90	90	221	cubic	83	20	26	0	8	87	16	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1	1.83	0	3.44	208.9804	40.078	55.845	0	15.9994	21.31	26.2	7.09	0	17.36	8	200	80	0	0.02658	48	160.8	62	0	5.3	4.75	5.58	2.87	0	6.83	6	4	4	0	2	15	2	8	0	16	3.1	2.9	-2	1.14	0.696	1.26	1.6379310345	0.9047619048	0.5523809524	0.444	0.8676156824	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.8060689655	53.229684648	54.98544973	-0.6351528626	1.2054252874	1
252626	R 3 c H	252627	P m -3 m	(Bi0.9Ca0.1)FeO3	LiNbO3	(Bi0.9Ca0.1)FeO3	Perovskite#CaTiO3	Chou, Hsiung; Yen, Chen-Wei; Yang, Chun-Chuen; Dwivedi, G.D.; Yang, Kung Shuang; Wu, C.P.; Liu, K.C.; Li, Wen-Hsien	5.5834(14) 5.5834(14) 13.7706(8) 90 90 120	371.78	295.937	750	2016		Bi	0.9	Ca	0.1	Fe	1	_	0	O	3	5.5834	5.5834	13.7706	90	90	120	161	trigonal	83	20	26	0	8	87	16	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1	1.83	0	3.44	208.9804	40.078	55.845	0	15.9994	21.31	26.2	7.09	0	17.36	8	200	80	0	0.02658	48	160.8	62	0	5.3	4.75	5.58	2.87	0	6.83	6	4	4	0	2	15	2	8	0	16	3.1	2.9	-2	1.14	0.696	1.26	1.6379310345	0.9047619048	0.5523809524	0.444	0.8676156824	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.8060689655	53.229684648	54.98544973	-0.6351528626	1.2054252874	0					Chou, Hsiung; Yen, Chen-Wei; Yang, Chun-Chuen; Dwivedi, G.D.; Yang, Kung Shuang; Wu, C.P.; Liu, K.C.; Li, Wen-Hsien	3.9572(12) 3.9572(12) 3.9572(12) 90 90 90	61.97	295.937	750	2016		O	3	3.9572	3.9572	3.9572	90	90	90	221	cubic	83	20	26	0	8	87	16	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1	1.83	0	3.44	208.9804	40.078	55.845	0	15.9994	21.31	26.2	7.09	0	17.36	8	200	80	0	0.02658	48	160.8	62	0	5.3	4.75	5.58	2.87	0	6.83	6	4	4	0	2	15	2	8	0	16	3.1	2.9	-2	1.14	0.696	1.26	1.6379310345	0.9047619048	0.5523809524	0.444	0.8676156824	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.8060689655	53.229684648	54.98544973	-0.6351528626	1.2054252874	1
163903	R 3 c H	163904	R -3 c H	(Bi0.5Sr0.5)(CrO3)	LiNbO3(disordered)	(Bi0.5Sr0.5)(CrO3)	Perovskite#LaAlO3	Ortega-San Martin, L.; Williams, A.J.; Storer, A.; Attfield, J.P.	5.46452(5) 5.46452(5) 13.3480(2) 90 90 120	345.18	248.297	300	2009		Bi	0.5	Sr	0.5	Cr	1	_	0	O	3	5.46452	5.46452	13.348	90	90	120	161	trigonal	83	38	24	0	8	87	15	57	0	101	1.6	2	1.4	0	0.6	2.02	0.95	1.66	0	3.44	208.9804	87.62	51.9961	0	15.9994	21.31	33.94	7.23	0	17.36	8	35	94	0	0.02658	48	197.2	83	0	5.3	4.75	6.08	2.88	0	6.83	6	5	4	0	2	15	2	6	0	16	2.5	3.5	-2	1.245	0.7225	1.26	1.723183391	0.9880952381	0.5734126984	0.5225	0.893469098	77.244	54.09	7.24	2.42975354706053E-06	58.43	52.799316609	53.170285707	54.98544973	-0.6152182537	1.2121776439	0					Ortega-San Martin, L.; Williams, A.J.; Storer, A.; Attfield, J.P.	5.4615(3) 5.4615(3) 13.3382(11) 90 90 120	344.55	248.297	90	2009		O	3	5.4615	5.4615	13.3382	90	90	120	167	trigonal	83	38	24	0	8	87	15	57	0	101	1.6	2	1.4	0	0.6	2.02	0.95	1.66	0	3.44	208.9804	87.62	51.9961	0	15.9994	21.31	33.94	7.23	0	17.36	8	35	94	0	0.02658	48	197.2	83	0	5.3	4.75	6.08	2.88	0	6.83	6	5	4	0	2	15	2	6	0	16	2.5	3.5	-2	1.245	0.7225	1.26	1.723183391	0.9880952381	0.5734126984	0.5225	0.893469098	77.244	54.09	7.24	2.42975354706053E-06	58.43	52.799316609	53.170285707	54.98544973	-0.6152182537	1.2121776439	1
186448	R 3 c H	169818	P 4 m m	Bi(Mg0.5Ti0.5)O3	LiNbO3	Bi(Mg0.5Ti0.5)O3	Perovskite#PbTiO3#BaTiO3	Yoneda, Yasuhiro; Saitoh, Hiroyuki; Yoshii, Kenji	5.6589(45) 5.6589(45) 13.943(79) 90 90 120	386.68	293.082	293	2011		Bi	1	_	0	Mg	0.5	Ti	0.5	O	3	5.6589	5.6589	13.943	90	90	120	161	trigonal	83	0	12	22	8	87	0	73	51	101	1.6	0	1.5	1.4	0.6	2.02	0	1.31	1.54	3.44	208.9804	0	24.305	47.867	15.9994	21.31	0	14	10.64	17.36	8	0	160	22	0.02658	48	0	71.2	100	5.3	4.75	0	3.21	2.95	6.83	6	0	3	4	2	15	0	2	4	16	3	3	-2	1.17	0.8025	1.26	1.4579439252	0.9285714286	0.6369047619	0.3675	0.8331003531	65.794	46.29	6.89	3.09793577250218E-05	46.98	52.9095560748	53.3751564279	54.9974949866	-0.6610904195	1.1019381781	0					Yoneda, Y.; Saitoh, H.; Yoshii, K.; Nishida, T.; Hayakawa, H.; Ikeda, N.	4.033(10) 4.033(10) 3.938(10) 90 90 90	64.05	293.082	293	2010		O	3	4.033	4.033	3.938	90	90	90	99	tetragonal	83	0	12	22	8	87	0	73	51	101	1.6	0	1.5	1.4	0.6	2.02	0	1.31	1.54	3.44	208.9804	0	24.305	47.867	15.9994	21.31	0	14	10.64	17.36	8	0	160	22	0.02658	48	0	71.2	100	5.3	4.75	0	3.21	2.95	6.83	6	0	3	4	2	15	0	2	4	16	3	3	-2	1.17	0.8025	1.26	1.4579439252	0.9285714286	0.6369047619	0.3675	0.8331003531	65.794	46.29	6.89	3.09793577250218E-05	46.98	52.9095560748	53.3751564279	54.9974949866	-0.6610904195	1.1019381781	1
189407	R 3 c H	189408	P n m a	Bi(Fe0.7Mn0.3)O3	LiNbO3	Bi(Fe0.7Mn0.3)O3	Perovskite#GdFeO3	Gibbs, Alexandra S.; Arnold, Donna C.; Knight, Kevin S.; Lightfoot, Philip	5.58833(16) 5.58833(16) 13.8588(5) 90 90 120	374.82	312.554	523	2013		Bi	1	_	0	Fe	0.7	Mn	0.3	O	3	5.58833	5.58833	13.8588	90	90	120	161	trigonal	83	0	26	25	8	87	0	61	60	101	1.6	0	1.4	1.4	0.6	2.02	0	1.83	1.55	3.44	208.9804	0	55.845	54.938045	15.9994	21.31	0	7.09	7.35	17.36	8	0	80	7.8	0.02658	48	0	62	68	5.3	4.75	0	2.87	8.89	6.83	6	0	4	4	2	15	0	8	7	16	3	3	-2	1.17	0.699	1.26	1.6738197425	0.9285714286	0.5547619048	0.471	0.8771156091	56.074	31.09	7.41	9.41529499485955E-06	37.26	52.7971802575	53.2032958666	54.98544973	-0.62787735	1.2143139954	0					Gibbs, Alexandra S.; Arnold, Donna C.; Knight, Kevin S.; Lightfoot, Philip	5.62738(14) 7.94594(18) 5.58786(14) 90 90 90	249.86	312.554	963	2013		O	3	5.62738	7.94594	5.58786	90	90	90	62	orthorhombic	83	0	26	25	8	87	0	61	60	101	1.6	0	1.4	1.4	0.6	2.02	0	1.83	1.55	3.44	208.9804	0	55.845	54.938045	15.9994	21.31	0	7.09	7.35	17.36	8	0	80	7.8	0.02658	48	0	62	68	5.3	4.75	0	2.87	8.89	6.83	6	0	4	4	2	15	0	8	7	16	3	3	-2	1.17	0.699	1.26	1.6738197425	0.9285714286	0.5547619048	0.471	0.8771156091	56.074	31.09	7.41	9.41529499485955E-06	37.26	52.7971802575	53.2032958666	54.98544973	-0.62787735	1.2143139954	1
193446	R 3 c H	193447	P b a m	(Bi0.84La0.16)(FeO3)	LiNbO3	(Bi0.84La0.16)(FeO3)	Perovskite#ZrPbO3	Karpinsky, Dmitry V.; Troyanchuk, Igor O.; Tovar, Michael; Sikolenko, Vadim; Efimov, Vadim; Efimova, Ekaterina; Shur, Vladimir Ya.; Kholkin, Andrei L.	5.5737(5) 5.5737(5) 13.7667(6) 90 90 120	370.38	301.6158	323	2014		Bi	0.84	La	0.16	Fe	1	_	0	O	3	5.5737	5.5737	13.7667	90	90	120	161	trigonal	83	57	26	0	8	87	33	61	0	101	1.6	1.95	1.4	0	0.6	2.02	1.1	1.83	0	3.44	208.9804	138.90547	55.845	0	15.9994	21.31	22.39	7.09	0	17.36	8	13	80	0	0.02658	48	215	62	0	5.3	4.75	3.75	2.87	0	6.83	6	8	4	0	2	15	3	8	0	16	3	3	-2	1.17032	0.69	1.26	1.696115942	0.9288253968	0.5476190476	0.48032	0.8812798731	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.784204058	53.185163931	54.98544973	-0.6246699218	1.2272901949	0					Karpinsky, Dmitry V.; Troyanchuk, Igor O.; Tovar, Michael; Sikolenko, Vadim; Efimov, Vadim; Efimova, Ekaterina; Shur, Vladimir Ya.; Kholkin, Andrei L.	5.6008(6) 11.2338(7) 7.8141(4) 90 90 90	491.65	301.6158	323	2014		O	3	5.6008	11.2338	7.8141	90	90	90	55	orthorhombic	83	57	26	0	8	87	33	61	0	101	1.6	1.95	1.4	0	0.6	2.02	1.1	1.83	0	3.44	208.9804	138.90547	55.845	0	15.9994	21.31	22.39	7.09	0	17.36	8	13	80	0	0.02658	48	215	62	0	5.3	4.75	3.75	2.87	0	6.83	6	8	4	0	2	15	3	8	0	16	3	3	-2	1.17032	0.69	1.26	1.696115942	0.9288253968	0.5476190476	0.48032	0.8812798731	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.784204058	53.185163931	54.98544973	-0.6246699218	1.2272901949	1
193811	R 3 c H	192002	P m -3 m	(Bi0.5Na0.5)(TiO3)	LiNbO3	(Bi0.5Na0.5)(TiO3)	Perovskite#CaTiO3	Blanchard, Peter E.R.; Liu, Samuel; Kennedy, Brendan J.; Ling, Chris D.; Zhang, Zhaoming; Avdeev, Maxim; Jang, Ling-Yun; Lee, Jyh-Fu; Pao, Chih-Wen; Chen, Jeng-Lung	5.4916(6) 5.4916(6) 13.4921(16) 90 90 120	352.38	211.882	298	2014		Bi	0.5	Na	0.5	Ti	1	_	0	O	3	5.4916	5.4916	13.4921	90	90	120	161	trigonal	83	11	22	0	8	87	11	51	0	101	1.6	1.8	1.4	0	0.6	2.02	0.93	1.54	0	3.44	208.9804	22.98976928	47.867	0	15.9994	21.31	23.78	10.64	0	17.36	8	140	22	0	0.02658	48	162.7	100	0	5.3	4.75	4.23	2.95	0	6.83	6	3	4	0	2	15	1	4	0	16	2	4	-2	1.165	0.745	1.26	1.5637583893	0.9246031746	0.5912698413	0.42	0.8552288999	94.364	73.09	7.12	2.42975354706053E-06	75.55	52.8562416107	53.2914705107	54.98544973	-0.6445515184	1.1552526421	0					Anton, Eva-Maria; Schmitt, Ljubomira Ana; Hinterstein, Manuel; Trodahl, Joe; Kowalski, Ben; Jo, Wook; Kleebe, Hans-Joachim; Roedel, Juergen; Jones, Jacob L.	3.88588(20) 3.88588(20) 3.88588(20) 90 90 90	58.68	211.882	293	2012		O	3	3.88588	3.88588	3.88588	90	90	90	221	cubic	83	11	22	0	8	87	11	51	0	101	1.6	1.8	1.4	0	0.6	2.02	0.93	1.54	0	3.44	208.9804	22.98976928	47.867	0	15.9994	21.31	23.78	10.64	0	17.36	8	140	22	0	0.02658	48	162.7	100	0	5.3	4.75	4.23	2.95	0	6.83	6	3	4	0	2	15	1	4	0	16	2	4	-2	1.165	0.745	1.26	1.5637583893	0.9246031746	0.5912698413	0.42	0.8552288999	94.364	73.09	7.12	2.42975354706053E-06	75.55	52.8562416107	53.2914705107	54.98544973	-0.6445515184	1.1552526421	1
235996	R 3 c H	235997	P n m a	(Ho0.1Bi0.9)FeO3	LiNbO3	(Ho0.1Bi0.9)FeO3	Perovskite#GdFeO3	Singh, Jogender; Agarwal, Ashish; Sanghi, Sujata; Prakash, Pulkit; Das, A.; Prajapat, C.L.; Rangi, Manisha	5.5580(2) 5.5580(2) 13.801(10) 90 90 120	369.21	308.422	6	2019		Ho	0.1	Bi	0.9	Fe	1	_	0	O	3	5.558	5.558	13.801	90	90	120	161	trigonal	67	83	26	0	8	23	87	61	0	101	1.75	1.6	1.4	0	0.6	1.23	2.02	1.83	0	3.44	164.93032	208.9804	55.845	0	15.9994	18.74	21.31	7.09	0	17.36	16	8	80	0	0.02658	156	48	62	0	5.3	3.58	4.75	2.87	0	6.83	8	6	4	0	2	13	15	8	0	16	3	3	-2	1.1571	0.69	1.26	1.6769565217	0.9183333333	0.5476190476	0.4671	0.8764860517	54.810625	33.51	9.15	0.0001438317	39.68	162.7901434783	163.19952953	164.98544973	-0.5963772806	1.2533347826	0					Singh, Jogender; Agarwal, Ashish; Sanghi, Sujata; Prakash, Pulkit; Das, A.; Prajapat, C.L.; Rangi, Manisha	5.588(4) 7.816(3) 5.377(3) 90 90 90	234.84	308.422	6	2019		O	3	5.588	7.816	5.377	90	90	90	62	orthorhombic	67	83	26	0	8	23	87	61	0	101	1.75	1.6	1.4	0	0.6	1.23	2.02	1.83	0	3.44	164.93032	208.9804	55.845	0	15.9994	18.74	21.31	7.09	0	17.36	16	8	80	0	0.02658	156	48	62	0	5.3	3.58	4.75	2.87	0	6.83	8	6	4	0	2	13	15	8	0	16	3	3	-2	1.1571	0.69	1.26	1.6769565217	0.9183333333	0.5476190476	0.4671	0.8764860517	54.810625	33.51	9.15	0.0001438317	39.68	162.7901434783	163.19952953	164.98544973	-0.5963772806	1.2533347826	1
235998	R 3 c H	235999	P n m a	(Ho0.15Bi0.85)FeO3	LiNbO3	(Ho0.15Bi0.85)FeO3	Perovskite#GdFeO3	Singh, Jogender; Agarwal, Ashish; Sanghi, Sujata; Prakash, Pulkit; Das, A.; Prajapat, C.L.; Rangi, Manisha	5.5574(3) 5.5574(3) 13.788(12) 90 90 120	368.79	306.2195	6	2019		Ho	0.15	Bi	0.85	Fe	1	_	0	O	3	5.5574	5.5574	13.788	90	90	120	161	trigonal	67	83	26	0	8	23	87	61	0	101	1.75	1.6	1.4	0	0.6	1.23	2.02	1.83	0	3.44	164.93032	208.9804	55.845	0	15.9994	18.74	21.31	7.09	0	17.36	16	8	80	0	0.02658	156	48	62	0	5.3	3.58	4.75	2.87	0	6.83	8	6	4	0	2	13	15	8	0	16	3	3	-2	1.15065	0.69	1.26	1.6676086957	0.9132142857	0.5476190476	0.46065	0.87414716	54.810625	33.51	9.15	0.0001438317	39.68	162.7930413043	163.2065384644	164.98544973	-0.5981729559	1.2504369565	0					Singh, Jogender; Agarwal, Ashish; Sanghi, Sujata; Prakash, Pulkit; Das, A.; Prajapat, C.L.; Rangi, Manisha	5.553(19) 7.821(3) 5.417(19) 90 90 90	235.26	306.2195	6	2019		O	3	5.553	7.821	5.417	90	90	90	62	orthorhombic	67	83	26	0	8	23	87	61	0	101	1.75	1.6	1.4	0	0.6	1.23	2.02	1.83	0	3.44	164.93032	208.9804	55.845	0	15.9994	18.74	21.31	7.09	0	17.36	16	8	80	0	0.02658	156	48	62	0	5.3	3.58	4.75	2.87	0	6.83	8	6	4	0	2	13	15	8	0	16	3	3	-2	1.15065	0.69	1.26	1.6676086957	0.9132142857	0.5476190476	0.46065	0.87414716	54.810625	33.51	9.15	0.0001438317	39.68	162.7930413043	163.2065384644	164.98544973	-0.5981729559	1.2504369565	1
236000	R 3 c H	236001	P n m a	(Ho0.2Bi0.8)FeO3	LiNbO3	(Ho0.2Bi0.8)FeO3	Perovskite#GdFeO3	Singh, Jogender; Agarwal, Ashish; Sanghi, Sujata; Prakash, Pulkit; Das, A.; Prajapat, C.L.; Rangi, Manisha	5.5531(4) 5.5531(4) 13.767(17) 90 90 120	367.66	304.017	6	2019		Ho	0.2	Bi	0.8	Fe	1	_	0	O	3	5.5531	5.5531	13.767	90	90	120	161	trigonal	67	83	26	0	8	23	87	61	0	101	1.75	1.6	1.4	0	0.6	1.23	2.02	1.83	0	3.44	164.93032	208.9804	55.845	0	15.9994	18.74	21.31	7.09	0	17.36	16	8	80	0	0.02658	156	48	62	0	5.3	3.58	4.75	2.87	0	6.83	8	6	4	0	2	13	15	8	0	16	3	3	-2	1.1442	0.69	1.26	1.6582608696	0.9080952381	0.5476190476	0.4542	0.8718082684	54.810625	33.51	9.15	0.0001438317	39.68	162.7959391304	163.2135473988	164.98544973	-0.599965121	1.2475391304	0					Singh, Jogender; Agarwal, Ashish; Sanghi, Sujata; Prakash, Pulkit; Das, A.; Prajapat, C.L.; Rangi, Manisha	5.5436(15) 7.805(2) 5.4042(5) 90 90 90	233.83	304.017	6	2019		O	3	5.5436	7.805	5.4042	90	90	90	62	orthorhombic	67	83	26	0	8	23	87	61	0	101	1.75	1.6	1.4	0	0.6	1.23	2.02	1.83	0	3.44	164.93032	208.9804	55.845	0	15.9994	18.74	21.31	7.09	0	17.36	16	8	80	0	0.02658	156	48	62	0	5.3	3.58	4.75	2.87	0	6.83	8	6	4	0	2	13	15	8	0	16	3	3	-2	1.1442	0.69	1.26	1.6582608696	0.9080952381	0.5476190476	0.4542	0.8718082684	54.810625	33.51	9.15	0.0001438317	39.68	162.7959391304	163.2135473988	164.98544973	-0.599965121	1.2475391304	1
252622	R 3 c H	252623	P m -3 m	(Bi0.9Pb0.1)FeO3	LiNbO3	(Bi0.9Pb0.1)FeO3	Perovskite#CaTiO3	Chou, Hsiung; Yen, Chen-Wei; Yang, Chun-Chuen; Dwivedi, G.D.; Yang, Kung Shuang; Wu, C.P.; Liu, K.C.; Li, Wen-Hsien	5.6133(6) 5.6133(6) 13.8253(16) 90 90 120	377.26	312.648	728	2016		Bi	0.9	Pb	0.1	Fe	1	_	0	O	3	5.6133	5.6133	13.8253	90	90	120	161	trigonal	83	82	26	0	8	87	82	61	0	101	1.6	1.8	1.4	0	0.6	2.02	2.33	1.83	0	3.44	208.9804	207.2	55.845	0	15.9994	21.31	18.26	7.09	0	17.36	8	35	80	0	0.02658	48	47	62	0	5.3	4.75	4.95	2.87	0	6.83	6	6	4	0	2	15	14	8	0	16	3.1	2.9	-2	1.1445	0.696	1.26	1.6443965517	0.9083333333	0.5523809524	0.4485	0.8692424618	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.8041034483	53.2248459101	54.98544973	-0.6339111176	1.2073908046	0					Chou, Hsiung; Yen, Chen-Wei; Yang, Chun-Chuen; Dwivedi, G.D.; Yang, Kung Shuang; Wu, C.P.; Liu, K.C.; Li, Wen-Hsien	3.9770(11) 3.9770(11) 3.9770(11) 90 90 90	62.9	312.648	728	2016		O	3	3.977	3.977	3.977	90	90	90	221	cubic	83	82	26	0	8	87	82	61	0	101	1.6	1.8	1.4	0	0.6	2.02	2.33	1.83	0	3.44	208.9804	207.2	55.845	0	15.9994	21.31	18.26	7.09	0	17.36	8	35	80	0	0.02658	48	47	62	0	5.3	4.75	4.95	2.87	0	6.83	6	6	4	0	2	15	14	8	0	16	3.1	2.9	-2	1.1445	0.696	1.26	1.6443965517	0.9083333333	0.5523809524	0.4485	0.8692424618	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.8041034483	53.2248459101	54.98544973	-0.6339111176	1.2073908046	1
